Codi_Districte,Preu_mitja_habitatge,Nom_Districte,Nom_Barri,Valor,Codi_Barri,_id,Any
5,Nou. Euros/m2 construït,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,5198.8,26,318,2018
5,Nou. Euros/m2 construït,Sarrià-Sant Gervasi,el Putxet i el Farró,5754.6,27,319,2018
6,Nou. Euros/m2 construït,Gràcia,Vallcarca i els Penitents,3972.8,28,320,2018
6,Nou. Euros/m2 construït,Gràcia,el Coll,2743.6,29,321,2018
6,Nou. Euros/m2 construït,Gràcia,la Salut,NA,30,322,2018
6,Nou. Euros/m2 construït,Gràcia,la Vila de Gràcia,4757.1,31,323,2018
6,Nou. Euros/m2 construït,Gràcia,el Camp d'en Grassot i Gràcia Nova,NA,32,324,2018
7,Nou. Euros/m2 construït,Horta-Guinardó,el Baix Guinardó,5442.5,33,325,2018
7,Nou. Euros/m2 construït,Horta-Guinardó,Can Baró,NA,34,326,2018
7,Nou. Euros/m2 construït,Horta-Guinardó,el Guinardó,3130.2,35,327,2018
7,Nou. Euros/m2 construït,Horta-Guinardó,la Font d'en Fargues,NA,36,328,2018
7,Nou. Euros/m2 construït,Horta-Guinardó,el Carmel,2618,37,329,2018
7,Nou. Euros/m2 construït,Horta-Guinardó,la Teixonera,2218.1,38,330,2018
7,Nou. Euros/m2 construït,Horta-Guinardó,Sant Genís dels Agudells,1981.1,39,331,2018
7,Nou. Euros/m2 construït,Horta-Guinardó,Montbau,2690.4,40,332,2018
7,Nou. Euros/m2 construït,Horta-Guinardó,la Vall d'Hebron,2586.2,41,333,2018
7,Nou. Euros/m2 construït,Horta-Guinardó,la Clota,1076.8,42,334,2018
7,Nou. Euros/m2 construït,Horta-Guinardó,Horta,3137,43,335,2018
8,Nou. Euros/m2 construït,Nou Barris,Vilapicina i la Torre Llobeta,NA,44,336,2018
8,Nou. Euros/m2 construït,Nou Barris,Porta,NA,45,337,2018
8,Nou. Euros/m2 construït,Nou Barris,el Turó de la Peira,NA,46,338,2018
8,Nou. Euros/m2 construït,Nou Barris,Can Peguera,NA,47,339,2018
8,Nou. Euros/m2 construït,Nou Barris,la Guineueta,NA,48,340,2018
8,Nou. Euros/m2 construït,Nou Barris,Canyelles,NA,49,341,2018
8,Nou. Euros/m2 construït,Nou Barris,les Roquetes,NA,50,342,2018
8,Nou. Euros/m2 construït,Nou Barris,Verdun,NA,51,343,2018
8,Nou. Euros/m2 construït,Nou Barris,la Prosperitat,NA,52,344,2018
8,Nou. Euros/m2 construït,Nou Barris,Torre Baró,NA,54,346,2018
8,Nou. Euros/m2 construït,Nou Barris,Ciutat Meridiana,NA,55,347,2018
8,Nou. Euros/m2 construït,Nou Barris,Vallbona,NA,56,348,2018
9,Nou. Euros/m2 construït,Sant Andreu,la Trinitat Vella,NA,57,349,2018
9,Nou. Euros/m2 construït,Sant Andreu,Baró de Viver,NA,58,350,2018
9,Nou. Euros/m2 construït,Sant Andreu,el Bon Pastor,3192.3,59,351,2018
9,Nou. Euros/m2 construït,Sant Andreu,Sant Andreu,5581.6,60,352,2018
9,Nou. Euros/m2 construït,Sant Andreu,la Sagrera,NA,61,353,2018
9,Nou. Euros/m2 construït,Sant Andreu,el Congrés i els Indians,1935.5,62,354,2018
9,Nou. Euros/m2 construït,Sant Andreu,Navas,4562.8,63,355,2018
10,Nou. Euros/m2 construït,Sant Martí,el Camp de l'Arpa del Clot,4725.4,64,356,2018
10,Nou. Euros/m2 construït,Sant Martí,el Clot,5298,65,357,2018
10,Nou. Euros/m2 construït,Sant Martí,el Parc i la Llacuna del Poblenou,NA,66,358,2018
10,Nou. Euros/m2 construït,Sant Martí,la Vila Olímpica del Poblenou,NA,67,359,2018
10,Nou. Euros/m2 construït,Sant Martí,el Poblenou,4708.8,68,360,2018
10,Nou. Euros/m2 construït,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,NA,69,361,2018
10,Nou. Euros/m2 construït,Sant Martí,el Besòs i el Maresme,3774.8,70,362,2018
10,Nou. Euros/m2 construït,Sant Martí,Provençals del Poblenou,3301,71,363,2018
10,Nou. Euros/m2 construït,Sant Martí,Sant Martí de Provençals,3853.5,72,364,2018
10,Nou. Euros/m2 construït,Sant Martí,la Verneda i la Pau,2290.1,73,365,2018
1,Usat. Euros/m2 construït,Ciutat Vella,el Raval,3759.5,1,366,2018
1,Usat. Euros/m2 construït,Ciutat Vella,el Barri Gòtic,4653.4,2,367,2018
1,Usat. Euros/m2 construït,Ciutat Vella,la Barceloneta,4913,3,368,2018
1,Usat. Euros/m2 construït,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",4816.4,4,369,2018
2,Usat. Euros/m2 construït,Eixample,el Fort Pienc,4648.8,5,370,2018
2,Usat. Euros/m2 construït,Eixample,la Sagrada Família,3833.1,6,371,2018
2,Usat. Euros/m2 construït,Eixample,la Dreta de l'Eixample,4498.1,7,372,2018
2,Usat. Euros/m2 construït,Eixample,l'Antiga Esquerra de l'Eixample,4504.8,8,373,2018
2,Usat. Euros/m2 construït,Eixample,la Nova Esquerra de l'Eixample,4169.9,9,374,2018
2,Usat. Euros/m2 construït,Eixample,Sant Antoni,4176.4,10,375,2018
3,Usat. Euros/m2 construït,Sants-Montjuïc,el Poble Sec,3950.5,11,376,2018
3,Usat. Euros/m2 construït,Sants-Montjuïc,la Marina del Prat Vermell,1087.5,12,377,2018
3,Usat. Euros/m2 construït,Sants-Montjuïc,la Marina de Port,2961,13,378,2018
3,Usat. Euros/m2 construït,Sants-Montjuïc,la Font de la Guatlla,3952.1,14,379,2018
3,Usat. Euros/m2 construït,Sants-Montjuïc,Hostafrancs,3460.3,15,380,2018
3,Usat. Euros/m2 construït,Sants-Montjuïc,la Bordeta,3277.7,16,381,2018
3,Usat. Euros/m2 construït,Sants-Montjuïc,Sants - Badal,3259.6,17,382,2018
3,Usat. Euros/m2 construït,Sants-Montjuïc,Sants,3165.3,18,383,2018
4,Usat. Euros/m2 construït,Les Corts,les Corts,4184.5,19,384,2018
4,Usat. Euros/m2 construït,Les Corts,la Maternitat i Sant Ramon,4201.4,20,385,2018
4,Usat. Euros/m2 construït,Les Corts,Pedralbes,6254.8,21,386,2018
5,Usat. Euros/m2 construït,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",3139.2,22,387,2018
5,Usat. Euros/m2 construït,Sarrià-Sant Gervasi,Sarrià,6020.2,23,388,2018
5,Usat. Euros/m2 construït,Sarrià-Sant Gervasi,les Tres Torres,6190,24,389,2018
5,Usat. Euros/m2 construït,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,5509,25,390,2018
5,Usat. Euros/m2 construït,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,5261.3,26,391,2018
5,Usat. Euros/m2 construït,Sarrià-Sant Gervasi,el Putxet i el Farró,5199.4,27,392,2018
6,Usat. Euros/m2 construït,Gràcia,Vallcarca i els Penitents,3728,28,393,2018
6,Usat. Euros/m2 construït,Gràcia,el Coll,3593.5,29,394,2018
6,Usat. Euros/m2 construït,Gràcia,la Salut,4201.8,30,395,2018
6,Usat. Euros/m2 construït,Gràcia,la Vila de Gràcia,4719.3,31,396,2018
6,Usat. Euros/m2 construït,Gràcia,el Camp d'en Grassot i Gràcia Nova,4330,32,397,2018
7,Usat. Euros/m2 construït,Horta-Guinardó,el Baix Guinardó,3978.8,33,398,2018
7,Usat. Euros/m2 construït,Horta-Guinardó,Can Baró,3266,34,399,2018
7,Usat. Euros/m2 construït,Horta-Guinardó,el Guinardó,2999.4,35,400,2018
7,Usat. Euros/m2 construït,Horta-Guinardó,la Font d'en Fargues,3436.8,36,401,2018
7,Usat. Euros/m2 construït,Horta-Guinardó,el Carmel,2359.7,37,402,2018
7,Usat. Euros/m2 construït,Horta-Guinardó,la Teixonera,2669.2,38,403,2018
7,Usat. Euros/m2 construït,Horta-Guinardó,Sant Genís dels Agudells,2392.1,39,404,2018
7,Usat. Euros/m2 construït,Horta-Guinardó,Montbau,2573.4,40,405,2018
7,Usat. Euros/m2 construït,Horta-Guinardó,la Vall d'Hebron,3917.8,41,406,2018
7,Usat. Euros/m2 construït,Horta-Guinardó,la Clota,2611.5,42,407,2018
7,Usat. Euros/m2 construït,Horta-Guinardó,Horta,3079.3,43,408,2018
8,Usat. Euros/m2 construït,Nou Barris,Vilapicina i la Torre Llobeta,2774.4,44,409,2018
8,Usat. Euros/m2 construït,Nou Barris,Porta,2264.1,45,410,2018
8,Usat. Euros/m2 construït,Nou Barris,el Turó de la Peira,2084.6,46,411,2018
8,Usat. Euros/m2 construït,Nou Barris,Can Peguera,1542,47,412,2018
8,Usat. Euros/m2 construït,Nou Barris,la Guineueta,2464.3,48,413,2018
8,Usat. Euros/m2 construït,Nou Barris,Canyelles,2210.2,49,414,2018
8,Usat. Euros/m2 construït,Nou Barris,les Roquetes,2726.5,50,415,2018
8,Usat. Euros/m2 construït,Nou Barris,Verdun,2394.8,51,416,2018
8,Usat. Euros/m2 construït,Nou Barris,la Prosperitat,2408.6,52,417,2018
8,Usat. Euros/m2 construït,Nou Barris,la Trinitat Nova,1556.1,53,418,2018
8,Usat. Euros/m2 construït,Nou Barris,Torre Baró,709.9,54,419,2018
8,Usat. Euros/m2 construït,Nou Barris,Ciutat Meridiana,1552.2,55,420,2018
8,Usat. Euros/m2 construït,Nou Barris,Vallbona,2160.7,56,421,2018
9,Usat. Euros/m2 construït,Sant Andreu,la Trinitat Vella,2174.9,57,422,2018
9,Usat. Euros/m2 construït,Sant Andreu,Baró de Viver,3196.1,58,423,2018
9,Usat. Euros/m2 construït,Sant Andreu,el Bon Pastor,2224.8,59,424,2018
9,Usat. Euros/m2 construït,Sant Andreu,Sant Andreu,3006.9,60,425,2018
9,Usat. Euros/m2 construït,Sant Andreu,la Sagrera,3753.6,61,426,2018
9,Usat. Euros/m2 construït,Sant Andreu,el Congrés i els Indians,2892.3,62,427,2018
9,Usat. Euros/m2 construït,Sant Andreu,Navas,4546.2,63,428,2018
10,Usat. Euros/m2 construït,Sant Martí,el Camp de l'Arpa del Clot,4042.3,64,429,2018
10,Usat. Euros/m2 construït,Sant Martí,el Clot,4362.9,65,430,2018
10,Usat. Euros/m2 construït,Sant Martí,el Parc i la Llacuna del Poblenou,3979,66,431,2018
10,Usat. Euros/m2 construït,Sant Martí,la Vila Olímpica del Poblenou,4304,67,432,2018
10,Usat. Euros/m2 construït,Sant Martí,el Poblenou,4311.4,68,433,2018
10,Usat. Euros/m2 construït,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,5745.9,69,434,2018
10,Usat. Euros/m2 construït,Sant Martí,el Besòs i el Maresme,2987.7,70,435,2018
10,Usat. Euros/m2 construït,Sant Martí,Provençals del Poblenou,4258.1,71,436,2018
10,Usat. Euros/m2 construït,Sant Martí,Sant Martí de Provençals,3358.2,72,437,2018
10,Usat. Euros/m2 construït,Sant Martí,la Verneda i la Pau,2298.1,73,438,2018
