Codi_Districte,Preu_mitja_habitatge,Nom_Districte,Trimestre,Nom_Barri,Valor,Codi_Barri,_id,Any
10,Total. Milers d'euros,Sant Martí,2,el Parc i la Llacuna del Poblenou,308.3,66,254,2020
10,Total. Milers d'euros,Sant Martí,2,la Vila Olímpica del Poblenou,596.9,67,255,2020
10,Total. Milers d'euros,Sant Martí,2,el Poblenou,332.4,68,256,2020
10,Total. Milers d'euros,Sant Martí,2,Diagonal Mar i el Front Marítim del Poblenou,389.7,69,257,2020
10,Total. Milers d'euros,Sant Martí,2,el Besòs i el Maresme,144.9,70,258,2020
10,Total. Milers d'euros,Sant Martí,2,Provençals del Poblenou,251.5,71,259,2020
10,Total. Milers d'euros,Sant Martí,2,Sant Martí de Provençals,156.9,72,260,2020
10,Total. Milers d'euros,Sant Martí,2,la Verneda i la Pau,173.3,73,261,2020
1,Nou. Milers d'euros,Ciutat Vella,2,el Raval,302.9,1,262,2020
1,Nou. Milers d'euros,Ciutat Vella,2,el Barri Gòtic,307.5,2,263,2020
1,Nou. Milers d'euros,Ciutat Vella,2,la Barceloneta,265.3,3,264,2020
1,Nou. Milers d'euros,Ciutat Vella,2,"Sant Pere, Santa Caterina i la Ribera",759.5,4,265,2020
2,Nou. Milers d'euros,Eixample,2,el Fort Pienc,N/A,5,266,2020
2,Nou. Milers d'euros,Eixample,2,la Sagrada Família,N/A,6,267,2020
2,Nou. Milers d'euros,Eixample,2,la Dreta de l'Eixample,N/A,7,268,2020
2,Nou. Milers d'euros,Eixample,2,l'Antiga Esquerra de l'Eixample,473.3,8,269,2020
2,Nou. Milers d'euros,Eixample,2,la Nova Esquerra de l'Eixample,501.1,9,270,2020
2,Nou. Milers d'euros,Eixample,2,Sant Antoni,300.0,10,271,2020
3,Nou. Milers d'euros,Sants-Montjuïc,2,el Poble Sec,170.0,11,272,2020
3,Nou. Milers d'euros,Sants-Montjuïc,2,la Marina del Prat Vermell,N/A,12,273,2020
3,Nou. Milers d'euros,Sants-Montjuïc,2,la Marina de Port,N/A,13,274,2020
3,Nou. Milers d'euros,Sants-Montjuïc,2,la Font de la Guatlla,N/A,14,275,2020
3,Nou. Milers d'euros,Sants-Montjuïc,2,Hostafrancs,146.8,15,276,2020
3,Nou. Milers d'euros,Sants-Montjuïc,2,la Bordeta,N/A,16,277,2020
3,Nou. Milers d'euros,Sants-Montjuïc,2,Sants - Badal,271.4,17,278,2020
3,Nou. Milers d'euros,Sants-Montjuïc,2,Sants,460.0,18,279,2020
4,Nou. Milers d'euros,Les Corts,2,les Corts,605.6,19,280,2020
4,Nou. Milers d'euros,Les Corts,2,la Maternitat i Sant Ramon,377.3,20,281,2020
4,Nou. Milers d'euros,Les Corts,2,Pedralbes,N/A,21,282,2020
5,Nou. Milers d'euros,Sarrià-Sant Gervasi,2,"Vallvidrera, el Tibidabo i les Planes",N/A,22,283,2020
5,Nou. Milers d'euros,Sarrià-Sant Gervasi,2,Sarrià,1483.0,23,284,2020
5,Nou. Milers d'euros,Sarrià-Sant Gervasi,2,les Tres Torres,N/A,24,285,2020
5,Nou. Milers d'euros,Sarrià-Sant Gervasi,2,Sant Gervasi - la Bonanova,420.0,25,286,2020
5,Nou. Milers d'euros,Sarrià-Sant Gervasi,2,Sant Gervasi - Galvany,377.6,26,287,2020
5,Nou. Milers d'euros,Sarrià-Sant Gervasi,2,el Putxet i el Farró,661.0,27,288,2020
6,Nou. Milers d'euros,Gràcia,2,Vallcarca i els Penitents,N/A,28,289,2020
6,Nou. Milers d'euros,Gràcia,2,el Coll,328.4,29,290,2020
6,Nou. Milers d'euros,Gràcia,2,la Salut,N/A,30,291,2020
